"CVS Info: $Id: BR01C-PS-searchOk.csv,v 1.4 2005/09/23 08:47:34 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,1,1,"BR01C-PS-BSP-01"," "," ","BSP1","serial","no"," "," ",0
2,1,2,"BR01C-PS-BSP-02"," "," ","BSP2","serial","no"," "," ",1
3,2,1,"BR01C-PS-BSP-03"," "," ","BSP3","serial","no"," "," ",2
4,2,2,"BR01C-PS-BSP-04"," "," ","BSP4","serial","no"," "," ",3
5,2,3,"BR01C-PS-BSP-05"," "," ","BSP5","serial","no"," "," ",4
6,2,4,"BR01C-PS-SCMP-02"," ","SEARCH","COMPLETE","serial","no"," "," ",5
7,1,3,"BR01C-PS-SBLMP-01"," ","STANDBY","LAMP ON","serial","no"," "," ",6
8,1,4,"BR01C-PS-SDCMP-01"," ","SEARCH DELAY","COMPLETE","serial","no"," "," ",7
9,1,0,"BR01C-PS-IOC-01"," ","LOP1","SEARCH OK","lop","yes"," "," ",8
10,4,3,"BR01C-PS-LTDAC-01"," ","NOT LTD","ACCESS","serial","no","BR01C-PS-keyPress.edl"," ",6
11,4,4,"BR01C-PS-BOLMP-03"," ","NOT BEAM ON","LAMP","serial","no"," "," ",10
12,4,0,"BR01C-PS-IOC-01"," ","LOP11","STANDBY LAMP","lop","no"," "," ",11
13,2,0,"BR01C-PS-IOC-01"," ","LOP2","SEARCH COMPLETE","lop","no"," "," ",6
