"CVS Info: $Id: SR18C-PS-radiationOk.csv,v 1.2 2006/04/21 15:35:48 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,11,1,"SR18C-PS-RDMND-01"," ","RAD MON","SR17C-1 ACCUM","serial","no"," ","now",0
2,11,2,"SR18C-PS-RDMNR-01"," ","RAD MON","SR17C-1 RATE","serial","no"," ","now",1
3,10,1,"SR18C-PS-RDMND-02"," ","RAD MON","SR17C-2 ACCUM","serial","no"," ","now",2
4,10,2,"SR18C-PS-RDMNR-02"," ","RAD MON","SR17C-2 RATE","serial","no"," ","now",3
5,10,3,"SR18C-PS-RDMND-03"," ","RAD MON","SR18C ACCUM","serial","no"," ","now",4
6,10,4,"SR18C-PS-RDMNR-03"," ","RAD MON","SR18C RATE","serial","no"," ","now",5
7,12,3,"SR18C-PS-RDMND-04"," ","RAD MON","SR19C ACCUM","serial","no"," ","now",6
8,12,4,"SR18C-PS-RDMNR-04"," ","RAD MON","SR19C RATE","serial","no"," ","now",7
9,12,0,"SR18C-PS-IOC-02"," ","LOP10","SR18C RAD OK","lop","yes"," "," ",8
