"CVS Info: $Id: SR22C-PS-portShutterClosed.csv,v 1.2 2006/03/06 19:40:23 karb Exp $ $Name:  $",,,,,,,,,,
,"Id","Module","Input","Record","Label1","Label2","Label3","Type","LineEnd","RelDisp","Reset","PreviousId"
0,0,0,"24v"," ","24v","24v","24v","no"," "," ",0
1,22,1,"SR22C-PS-FESHT-01"," ","FE22I SHTR","CLOSED","serial","no"," "," ",0
2,22,2,"SR22C-PS-FESHT-02"," ","FE22B SHTR","CLOSED","serial","no"," "," ",1
3,22,3,"SR22C-PS-FESHT-03"," ","FE23I SHTR","CLOSED","serial","no"," "," ",2
4,22,4,"SR22C-PS-FESHT-04"," ","FE23B SHTR","CLOSED","serial","no"," "," ",3
5,21,1,"SR22C-PS-FESHT-05"," ","FE24I SHTR","CLOSED","serial","no"," "," ",4
6,21,2,"SR22C-PS-FESHT-06"," ","FE24B SHTR","CLOSED","serial","no"," "," ",5
7,21,3,"SR22C-PS-FESHT-07"," ","FE01I SHTR","CLOSED","serial","no"," "," ",6
8,21,4,"SR22C-PS-FESHT-08"," ","FE01B SHTR","CLOSED","serial","no"," "," ",7
9,21,0,"SR22C-PS-IOC-01"," ","LOP6","PORT SHUTTER CLOSED","lop","yes"," "," ",8
